AnimalID,Age_Days,sex,fertile
A698653,365,Male,N
A684539,60,Male,Y
A708261,120,Male,Y
A699587,730,Female,N
A688855,1460,Male,N
A693964,730,Male,N
A675562,300,Female,Y
A658595,4745,Male,N
A673535,1095,Male,N
A695881,1825,Male,N
A674603,4380,Female,N
A718591,365,Female,Y
A709782,2920,Female,N
A683288,90,Male,N
A707961,2,Unknown,Unknown
A675131,365,Male,N
A699775,30,Male,Y
A693874,60,Male,N
A693940,1095,Male,N
A674182,1460,Male,N
A673038,730,Female,N
A692068,2190,Female,Y
A672005,365,Female,Y
A720115,210,Female,N
A678838,300,Male,N
A703579,3285,Female,N
A548948,2555,Female,N
A703684,90,Female,N
A707746,60,Female,N
A671982,1460,Female,N
A683454,365,Female,Y
A698489,60,Male,N
A697672,1095,Female,N
A672896,120,Male,Y
A675487,730,Female,N
A675072,3285,Female,N
A683861,730,Female,N
A702957,4380,Male,N
A669970,1460,Male,N
A664707,240,Female,N
A667279,730,Female,N
A677176,6,Female,Y
A720650,730,Female,N
A679400,30,Female,N
A713452,120,Female,N
A701462,365,Female,N
A705103,60,Female,N
A680989,365,Female,Y
A685524,2,Male,Y
A696424,365,Male,Y
A716196,60,Female,N
A695910,60,Female,N
A685584,3,Male,Y
A682681,60,Male,N
A703354,730,Female,N
A685158,300,Female,N
A688676,1095,Female,N
A698648,3650,Female,N
A686113,3,Male,Y
A677208,240,Female,N
A682684,730,Male,N
A705979,3650,Male,N
A665925,60,Male,Y
A711393,1,Male,Y
A711361,4,Unknown,Unknown
A707989,365,Female,N
A711277,60,Female,N
A699080,365,Male,N
A662380,365,Female,N
A710110,60,Male,N
A666578,1095,Female,N
A707316,180,Female,N
A693664,730,Female,N
A664891,365,Male,N
A669897,60,Female,N
A716598,3650,Male,N
A705143,30,Female,Y
A704707,3,Unknown,Unknown
A688342,150,Female,N
A679615,30,Female,Y
A664363,1095,Female,N
A684441,365,Male,Y
A695763,1095,Female,N
A697286,730,Male,N
A714302,150,Male,N
A632891,2555,Male,N
A708300,90,Male,Y
A678798,60,Male,N
A683137,365,Male,N
A706127,60,Female,N
A684301,60,Male,N
A683573,180,Female,N
A667654,730,Male,N
A695833,300,Male,Y
A696017,365,Male,Y
A717638,270,Female,N
A701799,30,Female,Y
A696691,1825,Male,N
A714348,120,Male,N
A704898,90,Male,N
A714116,730,Female,N
A697929,60,Male,N
A673118,1095,Female,N
A676213,2920,Female,N
A703586,90,Male,N
A702358,365,Female,Y
A669912,1460,Female,N
A694979,365,Female,Y
A712942,730,Male,N
A695840,730,Unknown,Unknown
A695065,1095,Male,N
A669411,60,Female,N
A692789,1,Male,Y
A619638,2920,Male,N
A684127,730,Female,N
A664646,1825,Female,N
A688140,90,Female,Y
A688214,30,Female,Y
A710461,120,Male,N
A666569,730,Male,N
A688474,90,Male,N
A709871,150,Male,Y
A672557,365,Female,N
A643529,365,Male,N
A682373,60,Male,N
A676688,2920,Female,Y
A700653,2555,Male,N
A698836,60,Male,Y
A709075,2,Male,Y
A678434,730,Female,Y
A677291,60,Female,Y
A683161,60,Male,N
A684188,730,Female,N
A671128,2555,Female,N
A707145,365,Female,Y
A693250,270,Male,Y
A705932,1095,Male,Y
A695963,30,Male,N
A575180,1460,Male,N
A706404,730,Female,Y
A687608,30,Female,Y
A694707,1095,Female,N
A686747,2,Male,Y
A710648,365,Female,N
A683073,1825,Female,Y
A709278,90,Male,N
A691861,1095,Female,Y
A711203,365,Female,Y
A682020,730,Male,Y
A717497,1825,Female,N
A666611,4380,Male,Y
A715125,730,Male,N
A720626,1825,Male,N
A686924,150,Female,Y
A696325,2190,Male,N
A682561,120,Male,N
A664368,120,Male,Y
A715037,365,Male,Y
A690079,30,Male,Y
A671747,180,Male,N
A474539,4015,Male,N
A675355,730,Female,N
A679215,90,Female,Y
A666121,365,Male,N
A688437,5110,Male,N
A707770,1825,Male,N
A669151,30,Male,Y
A703395,180,Female,Y
A685144,1095,Female,N
A638828,4745,Male,N
A696411,60,Female,Y
A641486,730,Female,N
A717390,3650,Female,N
A673079,365,Female,N
A685076,60,Male,N
A667434,730,Female,N
A669470,330,Male,N
A711535,365,Female,N
A693505,210,Female,N
A694015,365,Female,N
A677565,6205,Male,N
A664267,120,Female,Y
A704440,2920,Female,N
A704588,60,Female,N
A712501,180,Female,Y
A715896,1095,Male,N
A672766,300,Female,Y
A698127,1825,Male,N
A683327,1095,Male,N
A704474,60,Male,N
A707779,365,Female,N
A697079,730,Male,Y
A708845,2555,Male,N
A703621,1825,Female,N
A680185,365,Male,N
A499156,2920,Female,N
A664224,365,Male,N
A711656,60,Male,N
A704547,30,Female,Y
A687333,90,Male,Y
A670032,2190,Female,Y
A718651,365,Male,N
A702675,60,Female,N
A691709,90,Female,N
A688775,1825,Female,N
A440082,4380,Male,N
A705194,60,Male,Y
A700012,3,Male,Y
A692122,4,Unknown,Unknown
A681088,1460,Female,Y
A690933,180,Female,N
A666358,365,Female,N
A670349,730,Female,N
A674463,5,Female,Y
A663201,730,Male,N
A686584,2555,Female,N
A363653,3650,Male,N
A710169,120,Male,N
A632902,1825,Male,N
A672277,365,Male,Y
A664299,60,Male,Y
A664172,5475,Male,N
A695619,730,Male,N
A702916,60,Female,N
A697903,90,Unknown,Unknown
A692422,3650,Male,N
A691609,270,Female,N
A699759,1460,Male,N
A134067,5840,Male,N
A720078,1825,Female,Y
A704373,4015,Female,N
A713455,30,Male,Y
A675625,730,Female,N
A708670,60,Female,N
A680374,365,Male,N
A680363,1825,Female,Y
A709353,2920,Female,N
A680565,240,Female,N
A674118,120,Male,Y
A666591,120,Female,N
A712392,120,Female,N
A702090,60,Female,N
A676234,1095,Female,Y
A682651,730,Male,N
A667990,730,Female,N
A705454,60,Male,N
A711985,120,Male,Y
A680871,90,Male,N
A676341,60,Male,N
A714347,150,Male,N
A665621,1825,Male,N
A691580,30,Female,Y
A691203,60,Female,N
A689083,365,Male,N
A715611,365,Female,N
A716374,60,Male,N
A686951,730,Female,N
A697014,365,Male,N
A710743,2190,Male,N
A684833,730,Male,N
A694571,365,Male,N
A707248,60,Female,Y
A689568,1095,Female,N
A625274,1460,Female,N
A714891,180,Unknown,Unknown
A687923,365,Male,N
A695821,30,Female,N
A663801,1095,Female,N
A705362,365,Male,N
A712050,365,Female,N
A698837,60,Female,Y
A697573,365,Male,N
A706834,60,Female,N
A693403,365,Male,N
A705643,1,Unknown,Unknown
A719772,730,Female,N
A684613,730,Female,N
A663618,90,Male,N
A703310,730,Male,N
A696454,4015,Male,N
A703800,60,Female,N
A690067,1,Unknown,Unknown
A680550,60,Male,Y
A677495,1095,Male,N
A698595,730,Unknown,Unknown
A705476,365,Unknown,Unknown
A675956,1460,Male,Y
A699758,1825,Male,N
A686765,240,Female,N
A693875,1460,Female,N
A699888,1460,Female,N
A711896,60,Female,N
A680096,4,Unknown,Unknown
A696157,60,Female,Y
A685050,90,Female,Y
A676823,120,Female,N
A689561,60,Female,N
A694360,365,Male,N
A698482,365,Female,Y
A688260,730,Male,N
A684837,3650,Male,N
A704951,60,Female,N
A667244,365,Male,N
A702790,60,Male,Y
A709513,3,Female,Y
A711401,60,Female,N
A715638,60,Female,N
A705747,30,Male,N
A701421,1460,Male,N
A688832,365,Female,Y
A713677,730,Male,Y
A713692,60,Male,Y
A696231,240,Male,N
A378353,3650,Female,Y
A716264,2920,Female,N
A691100,365,Male,Y
A665207,2,Female,Y
A671627,1825,Male,N
A664626,730,Female,Y
A681562,30,Female,Y
A692544,2555,Male,N
A664602,730,Male,N
A710935,4380,Male,N
A667593,60,Female,N
A720380,5110,Female,N
A681935,60,Female,N
A679846,365,Male,N
A682121,90,Female,N
A681498,730,Female,N
A680311,60,Male,N
A713713,3285,Female,N
A674181,730,Male,N
A718561,2555,Male,N
A676241,60,Female,N
A681987,30,Male,Y
A706423,1095,Female,N
A685124,1825,Female,N
A673743,365,Male,N
A718939,210,Female,N
A672465,365,Male,N
A716591,730,Male,Y
A673605,365,Female,Y
A710054,150,Female,N
A678677,30,Female,Y
A709607,120,Female,N
A710308,1095,Male,N
A711273,30,Unknown,Unknown
A677259,4745,Male,N
A705468,3,Unknown,Unknown
A711734,150,Female,N
A691146,2920,Female,N
A717011,365,Female,N
A664781,180,Male,N
A704033,60,Male,N
A681287,90,Female,N
A708029,180,Female,Y
A678861,30,Female,Y
A672998,1825,Male,N
A661814,1460,Male,N
A700522,365,Unknown,Unknown
A700305,1825,Female,Y
A668646,60,Female,Y
A700890,1095,Female,N
A711470,365,Male,N
A686972,60,Female,N
A669393,1460,Male,Y
A650104,1095,Female,Y
A679464,365,Male,N
A718046,3650,Male,N
A710892,730,Male,N
A696324,1095,Female,N
A643842,4380,Female,N
A697363,1825,Male,N
A712271,30,Female,Y
A681027,1460,Female,N
A717471,60,Male,N
A701882,365,Male,N
A685581,3,Male,Y
A686829,3,Male,Y
A706497,5,Unknown,Unknown
A682557,30,Female,Y
A696415,180,Female,N
A686129,365,Male,N
A717435,730,Male,Y
A703990,90,Male,N
A692925,1460,Female,N
A679963,120,Female,N
A704090,90,Male,N
A694567,1,Female,Y
A703871,3,Male,Y
A715053,365,Female,N
A687694,365,Male,N
A684950,60,Female,Y
A611931,1460,Female,Y
A698535,300,Male,N
A659115,1460,Female,N
A665355,120,Female,Y
A662975,1460,Female,N
A691211,3650,Male,N
A703576,60,Male,N
A696580,1095,Female,N
A674299,1095,Female,N
A665155,730,Male,N
A705277,90,Female,N
A695010,180,Male,N
A670672,1460,Female,N
A649059,365,Female,N
A701352,365,Male,N
A711209,180,Female,Y
A703700,5475,Female,Y
A708969,365,Female,N
A703889,1825,Male,Y
A711430,1825,Female,N
A692846,60,Male,N
A699338,365,Male,N
A692058,365,Male,N
A679175,60,Male,N
A680066,1095,Male,N
A716695,60,Male,N
A675365,60,Female,N
A704335,2,Male,Y
A703111,60,Male,N
A657927,365,Male,N
A705170,4,Female,Y
A670291,365,Male,Y
A684839,365,Female,Y
A693674,365,Female,N
A625940,2920,Male,N
A700173,365,Female,N
A717405,365,Female,N
A703492,120,Female,N
A710859,120,Female,N
A709392,150,Male,N
A698268,1095,Male,Y
A671052,730,Male,N
A708765,365,Male,N
A716497,90,Unknown,Unknown
A576316,1825,Female,N
A707303,365,Male,N
A669569,730,Male,N
A667292,60,Female,N
A661152,1095,Female,N
A712267,365,Male,N
A689373,270,Male,N
A714456,120,Male,N
A719534,365,Female,N
A684865,60,Female,N
A681307,2190,Female,N
A711071,90,Male,N
A670730,4,Male,Y
A676128,365,Male,N
A687389,210,Male,N
A640511,1095,Male,N
A704965,4,Unknown,Unknown
A658071,1095,Female,N
A673478,730,Male,Y
A665099,120,Male,Y
A715721,120,Male,N
A669644,150,Male,Y
A689226,730,Male,Y
A710609,60,Female,N
A704276,730,Female,Y
A698514,730,Male,N
A719125,365,Female,N
A664576,150,Male,N
A681928,365,Female,Y
A677599,60,Male,N
A693299,120,Female,N
A700690,180,Female,N
A670442,60,Male,N
A675879,730,Female,N
A699614,120,Male,N
A680467,2555,Male,Y
A706305,60,Female,Y
A599639,2555,Male,N
A701947,365,Male,Y
A680902,3650,Male,N
A668615,330,Male,N
A705744,60,Male,N
A711036,365,Male,N
A676627,730,Male,N
A695455,730,Male,N
A696989,1825,Male,N
A687385,365,Female,Y
A720782,-99,Female,Y
A700340,1,Unknown,Unknown
A666785,60,Female,N
A710515,730,Female,N
A679233,330,Female,N
A690453,180,Male,N
A719323,730,Male,N
A662471,1460,Female,N
A679841,1825,Male,Y
A702872,365,Female,N
A690437,1825,Female,N
A699266,3,Unknown,Unknown
A669607,365,Female,N
A710387,60,Female,Y
A704870,2555,Female,N
A711940,365,Male,N
A665274,365,Male,N
A694479,240,Male,N
A716834,90,Female,N
A667876,4380,Female,N
A679549,60,Male,N
A666003,730,Female,Y
A693149,240,Female,Y
A699593,365,Male,N
A676529,365,Female,N
A675687,365,Female,Y
A678416,4380,Male,N
A689531,730,Female,N
A699165,365,Male,N
A666361,300,Female,Y
A709109,1,Unknown,Unknown
A689966,1095,Male,N
A680462,730,Female,N
A716950,365,Female,N
A686090,120,Male,Y
A697356,365,Male,N
A671758,365,Female,N
A547838,3285,Male,N
A716663,90,Male,N
A712912,330,Male,N
A664690,60,Male,N
A676229,90,Male,N
A710664,2555,Male,N
A701103,1825,Male,N
A694407,365,Male,Y
A678632,30,Male,Y
A717535,365,Female,N
A715073,1095,Male,N
A689394,120,Male,Y
A702694,2,Unknown,Unknown
A675830,2555,Female,N
A674473,1825,Male,Y
A677441,300,Male,N
A687256,365,Male,N
A702991,60,Male,Y
A683938,365,Male,N
A666067,730,Male,Y
A675177,365,Male,N
A677220,4,Female,Y
A681423,3,Male,Y
A671431,365,Female,N
A710598,30,Male,N
A712114,2920,Male,Y
A682882,365,Female,Y
A631433,2555,Male,N
A690821,365,Female,N
A705720,60,Female,N
A670114,730,Female,N
A665196,330,Female,N
A677916,365,Female,N
A690995,90,Female,N
A703420,4,Unknown,Unknown
A702907,4,Male,Y
A688110,60,Male,N
A696917,365,Male,N
A716377,30,Male,N
A685364,60,Male,N
A670529,1095,Male,N
A689053,365,Female,N
A696536,1460,Female,Y
A718671,1825,Male,N
A694692,365,Male,N
A669539,365,Male,N
A707650,730,Male,Y
A679210,180,Female,N
A670035,730,Male,Y
A709189,150,Male,N
A672332,240,Male,N
A707819,120,Male,Y
A684742,365,Male,N
A710668,150,Male,Y
A710296,1095,Male,N
A700986,4,Unknown,Unknown
A705420,150,Female,N
A704602,365,Female,N
A677533,60,Male,N
A687263,180,Female,N
A708245,60,Female,N
A670706,90,Female,N
A662921,60,Male,N
A699828,1,Unknown,Unknown
A712518,60,Female,N
A715464,1825,Female,N
A707952,365,Female,N
A696956,1095,Female,N
A683761,270,Unknown,Unknown
A695325,4745,Female,Y
A690536,60,Female,N
A675540,730,Female,N
A675465,1,Female,Y
A629636,730,Female,N
A718815,365,Male,N
A683054,60,Male,N
A682165,730,Male,N
A682768,365,Male,N
A691398,365,Female,N
A681123,1095,Male,N
A662943,210,Male,N
A684682,1,Male,Y
A683709,180,Female,N
A719273,60,Female,N
A714101,120,Female,Y
A665396,180,Male,N
A678744,3,Female,Y
A667919,30,Male,Y
A679191,60,Female,N
A714785,270,Male,N
A708510,60,Female,N
A713448,1460,Male,N
A677502,730,Female,N
A698692,730,Male,Y
A686560,60,Female,N
A663378,365,Female,N
A685142,1460,Male,N
A665854,300,Male,Y
A706911,60,Female,N
A715590,730,Unknown,Unknown
A669113,730,Female,Y
A672167,1,Female,Y
A720878,60,Female,N
A710583,150,Female,N
A697049,365,Female,N
A672988,3,Female,Y
A668632,1095,Female,Y
A684170,60,Male,N
A679313,1095,Female,Y
A699155,60,Male,N
A699912,365,Female,N
A706210,730,Female,Y
A688933,365,Female,N
A720548,365,Female,Y
A681227,1095,Male,N
A683221,365,Female,Y
A707001,730,Male,N
A717971,90,Male,Y
A674677,1460,Female,N
A710000,3,Male,Y
A667320,120,Male,N
A677858,120,Male,N
A711766,1,Male,Y
A643282,1460,Male,N
A668759,4015,Male,N
A664049,365,Male,N
A675493,365,Female,N
A708122,3650,Male,N
A710890,1095,Male,N
A691886,730,Male,N
A686901,365,Female,Y
A712654,1460,Male,N
A502125,2555,Female,N
A668787,365,Female,N
A663979,180,Male,N
A667499,30,Male,Y
A710670,300,Male,N
A671122,120,Unknown,Unknown
A683233,365,Male,N
A681701,3,Male,Y
A703742,30,Female,Y
A712797,120,Male,N
A700275,730,Female,N
A682130,3,Female,Y
A688456,30,Male,N
A670383,1095,Female,N
A716199,90,Male,N
A669996,60,Male,Y
A710209,730,Female,Y
A690250,3,Male,Y
A616295,2190,Female,N
A719914,730,Male,N
A715835,60,Male,N
A697694,180,Female,N
A717502,730,Female,N
A666887,90,Female,N
A699807,730,Unknown,Unknown
A685793,1095,Female,N
A677634,3,Male,Y
A670122,30,Male,Y
A689157,30,Male,Y
A712480,1460,Male,N
A686974,60,Male,N
A719118,210,Male,N
A699373,730,Female,Y
A691208,300,Female,N
A708856,365,Female,N
A714306,60,Female,Y
A704917,60,Female,N
A672258,1095,Female,N
A718221,365,Female,N
A696117,365,Female,Y
A693856,365,Male,N
A720166,1095,Male,N
A714759,730,Male,N
A695052,365,Male,Y
A678154,150,Male,N
A673816,60,Female,N
A683514,60,Unknown,Unknown
A712947,2190,Female,N
A684970,60,Male,N
A689838,3,Female,Y
A717072,1095,Female,Y
A703322,2190,Female,N
A700874,2,Unknown,Unknown
A669544,60,Male,N
A703327,730,Male,N
A713967,60,Female,N
A703771,30,Male,Y
A703701,60,Male,N
A682332,365,Female,N
A669538,270,Male,Y
A662923,60,Male,N
A710288,300,Male,N
A697369,730,Female,N
A664273,365,Female,N
A705780,2,Male,Y
A679729,150,Male,N
A664586,2,Male,Y
A660881,240,Male,N
A695407,60,Female,N
A670618,5840,Male,N
A678192,365,Male,N
A695055,365,Male,Y
A704088,90,Female,N
A686217,1825,Female,Y
A713819,330,Male,N
A686881,4,Male,Y
A711602,1095,Male,N
A684016,1460,Female,N
A687748,270,Female,Y
A684279,1,Male,Y
A687827,150,Male,Y
A655144,240,Female,N
A665689,1825,Female,Y
A691563,330,Male,N
A686496,150,Male,N
A673638,2190,Male,N
A676985,90,Male,N
A695860,1825,Male,N
A681425,1825,Male,N
A703446,3650,Male,N
A656094,365,Female,N
A679565,365,Female,Y
A718017,240,Female,N
A687146,60,Male,N
A698449,365,Male,N
A700563,120,Female,Y
A684452,365,Male,Y
A639613,1460,Female,N
A707705,1825,Male,Y
A666700,730,Female,N
A713827,60,Female,N
A669456,2920,Female,N
A688005,120,Male,N
A673859,3,Female,Y
A715160,730,Male,N
A575017,5840,Male,N
A681546,4,Female,Y
A698363,1825,Male,N
A685117,1095,Female,N
A705126,730,Male,Y
A685381,270,Male,Y
A701308,60,Male,N
A702094,3,Unknown,Unknown
A677467,4,Male,Y
A689975,1460,Male,N
A700419,3650,Male,N
A673052,365,Male,Y
A702520,60,Female,N
A690738,3,Female,Y
A719072,180,Female,N
A698192,365,Female,N
A690315,1460,Unknown,Unknown
A690851,30,Female,Y
A665103,730,Male,N
A704430,6,Unknown,Unknown
A671362,1825,Male,N
A680698,60,Female,N
A716019,4380,Male,N
A671339,730,Female,N
A699749,3650,Female,Y
A701252,1460,Male,N
A382192,4015,Male,Y
A682443,60,Male,N
A677698,1,Male,Y
A702725,90,Female,Y
A663288,1460,Female,N
A693930,2920,Female,N
A705352,3,Unknown,Unknown
A665937,730,Male,N
A717025,240,Male,N
A664951,240,Female,N
A702926,365,Female,N
A611805,730,Male,N
A689828,730,Female,N
A715340,90,Male,N
A712255,1095,Male,Y
A704039,60,Male,N
A698434,1095,Female,N
A693395,210,Female,N
A718097,4,Female,Y
A665967,1460,Male,N
A682045,3285,Female,N
A661584,150,Female,N
A656272,180,Male,N
A668636,1095,Male,N
A520195,1825,Female,N
A702213,365,Female,N
A669648,730,Female,N
A337686,4015,Female,N
A687156,60,Female,Y
A677032,60,Male,Y
A703569,4,Female,Y
A657431,1825,Female,N
A670819,730,Female,N
A700115,365,Male,N
A674955,330,Female,Y
A672207,365,Female,N
A713003,60,Female,N
A703393,365,Male,N
A667888,120,Male,Y
A545127,2190,Female,N
A667928,30,Male,N
A675105,1825,Female,N
A695816,365,Male,N
A691561,1095,Female,N
A710260,60,Male,N
A712543,60,Male,N
A690134,60,Male,N
A713272,120,Female,N
A667842,730,Male,N
A702371,730,Female,Y
A675186,1,Male,Y
A666978,365,Female,N
A684180,60,Male,Y
A717449,270,Female,N
A720788,365,Unknown,Unknown
A667426,2920,Male,N
A718575,730,Male,Y
A667549,2920,Male,N
A704802,90,Female,N
A690652,300,Female,N
A685964,30,Male,N
A719217,365,Male,N
A699154,1095,Male,N
A700396,1095,Female,N
A718783,60,Male,N
A716936,730,Female,Y
A667923,4,Male,Y
A708869,90,Male,N
A717697,120,Male,N
A714655,730,Male,N
A704505,1095,Female,N
A691826,4015,Male,N
A665928,60,Female,N
A668048,120,Female,N
A694170,365,Male,N
A712641,730,Female,N
A712703,1095,Female,N
A701980,365,Female,N
A680136,3,Male,Y
A717097,365,Male,Y
A667197,30,Male,Y
A699784,1825,Male,N
A717472,60,Male,N
A670310,120,Male,Y
A608349,2920,Female,N
A702750,2,Unknown,Unknown
A718637,730,Female,N
A697344,365,Female,N
A688221,60,Female,N
A692149,60,Male,Y
A718976,3650,Female,N
A680816,30,Female,Y
A684479,120,Male,N
A387965,3650,Female,N
A683186,3,Male,Y
A662486,60,Male,N
A698252,180,Female,N
A704635,3,Unknown,Unknown
A684183,30,Female,N
A689837,3,Female,Y
A696202,1095,Male,N
A703479,730,Male,N
A671829,365,Male,Y
A383036,5110,Male,N
A703229,365,Female,N
A704324,4380,Male,N
A711623,1095,Female,N
A665610,3,Male,Y
A700760,6205,Male,N
A664265,60,Male,N
A682377,120,Male,N
A679192,60,Female,N
A662136,1460,Female,N
A670580,365,Male,N
A707509,180,Female,N
A697391,730,Female,N
A690087,60,Female,Y
A706255,60,Female,N
A700697,90,Male,N
A711397,30,Female,Y
A714530,365,Female,N
A720784,730,Female,N
A667099,60,Female,N
A688703,60,Male,N
A701403,365,Male,N
A666098,730,Female,N
A697242,120,Female,Y
A712550,730,Female,Y
A714319,1095,Female,N
A696342,90,Unknown,Unknown
A676584,365,Male,N
A718720,730,Female,N
A664260,3,Female,Y
A711242,90,Male,Y
A707047,90,Male,N
A682003,730,Female,N
A670489,180,Female,N
A691577,365,Male,N
A714288,2920,Male,N
A709508,730,Female,N
A703296,1825,Female,N
A719202,150,Female,N
A705650,1095,Male,N
A686513,365,Male,N
A667498,60,Female,Y
A663955,5110,Female,Y
A715845,1825,Female,N
A704371,1,Unknown,Unknown
A666032,210,Female,N
A665900,4380,Male,Y
A702828,30,Male,N
A654275,365,Male,N
A718502,2920,Male,N
A700752,1825,Unknown,Unknown
A681799,60,Male,N
A696918,150,Female,N
A715066,180,Female,Y
A682955,30,Male,Y
A665690,730,Female,N
A691296,120,Female,N
A686180,60,Female,N
A680164,3,Female,Y
A693460,730,Male,N
A674351,120,Male,N
A699140,60,Male,N
A689652,365,Male,N
A669398,730,Female,N
A650345,1095,Male,N
A683899,730,Female,Y
A676776,1460,Male,N
A715511,3285,Female,Y
A703160,60,Female,N
A667386,365,Male,N
A595149,1460,Male,N
A691276,60,Female,Y
A676329,1825,Male,N
A665001,1,Male,Y
A705550,180,Female,N
A712658,120,Male,Y
A700705,1460,Male,N
A685959,365,Female,Y
A678845,30,Male,N
A674318,2555,Male,N
A689956,60,Male,N
A712422,120,Male,N
A658722,365,Female,N
A705248,3650,Male,N
A720387,730,Female,N
A663678,1825,Female,N
A699315,730,Female,N
A704647,2920,Female,N
A714666,365,Female,Y
A693358,60,Male,N
A673708,730,Male,N
A719714,365,Male,N
A667505,730,Unknown,Unknown
A664455,60,Male,N
A670327,730,Male,N
A709862,1095,Female,N
A693060,1825,Male,N
A692656,365,Male,N
A704314,60,Female,N
A713101,150,Female,N
A677727,1095,Female,N
A665494,300,Male,N
A688074,60,Female,N
A717625,180,Male,N
A705056,730,Female,Y
A717243,2190,Male,N
A658725,120,Male,N
A675299,1825,Female,Y
A715271,1095,Female,Y
A295822,4380,Female,N
A703323,1825,Male,N
A696577,300,Male,N
A682840,60,Female,N
A694904,300,Male,N
A701167,365,Female,Y
A668297,30,Male,Y
A694701,365,Female,N
A685002,365,Female,N
A700017,3,Female,Y
A707616,365,Female,Y
A678381,30,Male,Y
A674206,1825,Female,N
A704877,365,Male,Y
A690364,4,Male,Y
A695922,1825,Female,N
A699974,365,Male,N
A680361,730,Male,N
A689141,30,Female,Y
A706389,30,Female,N
A698529,60,Male,N
A688227,730,Male,N
A696690,2555,Male,N
A705750,1825,Male,Y
A693473,2920,Male,N
A604679,2190,Male,N
A682772,2920,Female,N
A710582,120,Male,Y
A682746,60,Female,Y
A690089,365,Female,Y
A585859,2555,Male,N
A663907,365,Female,N
A705609,2920,Male,Y
A711577,30,Male,Y
A687911,60,Female,N
A667516,730,Male,N
A672449,365,Male,Y
A679017,3,Male,Y
A707932,90,Male,Y
A678497,365,Male,N
A688538,60,Female,N
A660822,60,Female,N
A716689,3285,Male,Y
A715685,365,Female,N
A708082,3,Male,Y
A634175,365,Male,N
