"AnimalID","Life_Stage"
"A681990","infant"
"A708697","teenage"
"A695758","adult"
"A670287","teenage"
"A708422","baby"
"A689040","infant"
"A669927","teenage"
"A719103","adult"
"A669656","baby"
"A688168","teenage"
"A666969","teenage"
"A660389","baby"
"A694206","baby"
"A688318","baby"
"A705988","baby"
"A702271","infant"
"A677647","baby"
"A702697","baby"
"A716217","baby"
"A676735","adult"
"A697484","teenage"
"A701138","infant"
"A690097","infant"
"A673907","baby"
"A688046","adult"
"A680604","adult"
"A632423","teenage"
"A714869","baby"
"A672195","baby"
"A670235","infant"
"A714572","baby"
"A710679","senior"
"A666589","baby"
"A686308","baby"
"A713998","adult"
"A664425","baby"
"A683928","teenage"
"A709046","infant"
"A661182","baby"
"A719252","baby"
"A706893","adult"
"A692268","baby"
"A667995","senior"
"A708441","baby"
"A715007","baby"
"A707788","baby"
"A720316","baby"
"A576866","adult"
"A678702","baby"
"A705618","teenage"
"A696251","infant"
"A690728","baby"
"A695471","baby"
"A702598","baby"
"A688680","teenage"
"A703648","baby"
"A637559","teenage"
"A673614","teenage"
"A680138","adult"
"A689775","teenage"
"A670958","baby"
"A679068","teenage"
"A693409","baby"
"A710055","adult"
"A669792","baby"
"A708486","baby"
"A673366","baby"
"A676344","infant"
"A719244","senior"
"A447254","senior"
"A713611","baby"
"A707452","adult"
"A712643","senior"
"A681572","baby"
"A684936","teenage"
"A694108","baby"
"A707352","baby"
"A666176","baby"
"A610680","teenage"
"A672202","teenage"
"A674931","teenage"
"A680653","adult"
"A688322","teenage"
"A666167","baby"
"A666093","teenage"
"A704492","infant"
"A684119","baby"
"A685960","infant"
"A718304","teenage"
"A705963","baby"
"A691087","infant"
"A684780","infant"
"A706978","adult"
"A707748","baby"
"A671170","baby"
"A643402","baby"
"A692659","senior"
"A710066","teenage"
"A668204","baby"
"A719446","adult"
"A708996","teenage"
"A706381","baby"
"A684762","baby"
"A716402","baby"
"A688653","baby"
"A708333","teenage"
"A680912","teenage"
"A663244","baby"
"A713092","baby"
"A711046","infant"
"A670123","infant"
"A692947","baby"
"A667413","baby"
"A591983","teenage"
"A715342","baby"
"A696601","teenage"
"A685053","teenage"
"A664959","baby"
"A691754","baby"
"A718344","teenage"
"A698590","baby"
"A664661","baby"
"A601162","teenage"
"A703841","teenage"
"A711343","baby"
"A703894","baby"
"A692523","baby"
"A694806","baby"
"A676855","adult"
"A700756","adult"
"A682471","infant"
"A466709","senior"
"A683680","baby"
"A672712","senior"
"A645645","teenage"
"A704427","baby"
"A666892","teenage"
"A684006","infant"
"A674305","adult"
"A668232","baby"
"A677909","teenage"
"A673110","adult"
"A700022","teenage"
"A714726","baby"
"A681931","baby"
"A686720","baby"
"A692154","baby"
"A719785","teenage"
"A661097","baby"
"A703609","infant"
"A681689","senior"
"A667327","senior"
"A656069","teenage"
"A702200","teenage"
"A706394","baby"
"A684821","infant"
"A701585","baby"
"A671297","teenage"
"A673210","senior"
"A675171","teenage"
"A700415","baby"
"A686666","baby"
"A705857","baby"
"A661131","baby"
"A663982","baby"
"A682625","baby"
"A681474","infant"
"A668333","baby"
"A686110","infant"
"A706476","infant"
"A690028","baby"
"A710396","baby"
"A705198","baby"
"A677835","baby"
"A710172","adult"
"A717053","baby"
"A706396","infant"
"A683907","infant"
"A709055","baby"
"A672661","baby"
"A685681","baby"
"A690745","infant"
"A715654","baby"
"A716117","baby"
"A704692","baby"
"A716855","senior"
"A714283","baby"
"A689291","teenage"
"A697359","adult"
"A666015","infant"
"A706468","infant"
"A680145","infant"
"A718717","baby"
"A716975","baby"
"A711165","baby"
"A683383","infant"
"A706922","baby"
"A681061","baby"
"A656668","baby"
"A687516","baby"
"A716940","senior"
"A704370","senior"
"A720098","teenage"
"A691461","teenage"
"A701533","baby"
"A704574","baby"
"A679725","baby"
"A688930","baby"
"A686812","baby"
"A685116","adult"
"A679573","teenage"
"A667420","infant"
"A686997","infant"
"A671706","teenage"
"A696223","teenage"
"A692887","baby"
"A666967","adult"
"A703187","baby"
"A676086","teenage"
"A670626","teenage"
"A670463","baby"
"A673939","baby"
"A706828","baby"
"A713048","infant"
"A664666","baby"
"A665259","baby"
"A682705","teenage"
"A713398","infant"
"A673445","baby"
"A694286","baby"
"A709419","adult"
"A700226","adult"
"A702085","teenage"
"A686071","baby"
"A664503","baby"
"A710768","teenage"
"A671175","teenage"
"A703851","infant"
"A694520","baby"
"A693723","baby"
"A580225","adult"
"A691670","baby"
"A686542","baby"
"A689759","baby"
"A666154","baby"
"A706904","adult"
"A666607","infant"
"A671254","teenage"
"A720798","teenage"
"A692907","teenage"
"A704726","senior"
"A696245","adult"
"A677548","infant"
"A688340","adult"
"A692504","adult"
"A689199","baby"
"A604969","adult"
"A665898","baby"
"A681882","baby"
"A678114","infant"
"A687680","infant"
"A694051","infant"
"A717662","baby"
"A710111","baby"
"A691940","teenage"
"A714696","infant"
"A710389","baby"
"A699929","teenage"
"A715569","baby"
"A712782","baby"
"A681379","adult"
"A704674","infant"
"A719844","baby"
"A700947","teenage"
"A712421","baby"
"A682537","baby"
"A671459","teenage"
"A688095","teenage"
"A676225","teenage"
"A704526","baby"
"A709714","infant"
"A611226","adult"
"A664986","baby"
"A668187","teenage"
"A706376","teenage"
"A664073","teenage"
"A679610","baby"
"A694224","adult"
"A715320","baby"
"A709484","baby"
"A702584","baby"
"A703719","adult"
"A664244","baby"
"A712868","teenage"
"A696267","adult"
"A668895","senior"
"A719996","baby"
"A697431","senior"
"A720201","baby"
"A716633","baby"
"A668694","baby"
"A663220","baby"
"A688451","baby"
"A669979","adult"
"A616205","teenage"
"A712305","teenage"
"A668644","baby"
"A706057","baby"
"A676269","infant"
"A675148","baby"
"A669875","adult"
"A699875","infant"
"A689503","baby"
"A717756","teenage"
"A709221","baby"
"A719259","baby"
"A686882","baby"
"A676084","baby"
"A667424","infant"
"A711633","baby"
"A691710","baby"
"A674239","adult"
"A715884","teenage"
"A698770","baby"
"A705183","baby"
"A710654","infant"
"A676931","infant"
"A696397","baby"
"A687943","infant"
"A689169","infant"
"A665467","baby"
"A675963","teenage"
"A385442","senior"
"A701210","teenage"
"A704184","infant"
"A701020","teenage"
"A668161","infant"
"A683032","teenage"
"A702854","teenage"
"A702186","adult"
"A687788","baby"
"A714814","infant"
"A667384","baby"
"A705344","baby"
"A706750","teenage"
"A715648","baby"
"A710779","baby"
"A670765","senior"
"A687292","baby"
"A690243","infant"
"A706829","baby"
"A663614","adult"
"A702114","teenage"
"A710175","baby"
"A697969","teenage"
"A694409","baby"
"A684992","baby"
"A705100","infant"
"A607586","teenage"
"A674327","baby"
"A711150","baby"
"A696899","teenage"
"A711768","baby"
"A703066","baby"
"A671560","baby"
"A680196","baby"
"A691712","baby"
"A706539","adult"
"A695864","adult"
"A695625","baby"
"A701037","adult"
"A674454","senior"
"A666600","infant"
"A698804","baby"
"A694558","teenage"
"A676457","geriatric"
"A712571","baby"
"A687987","adult"
"A691718","baby"
"A706767","infant"
"A705600","infant"
"A720146","adult"
"A686328","infant"
"A714505","adult"
"A685312","adult"
"A685396","baby"
"A709712","baby"
"A705652","baby"
"A666579","baby"
"A700426","baby"
"A691059","teenage"
"A707775","baby"
"A697023","baby"
"A680626","baby"
"A666382","baby"
"A679360","baby"
"A669638","baby"
"A703261","senior"
"A711797","baby"
"A701212","senior"
"A692239","adult"
"A716690","baby"
"A674003","baby"
"A668809","baby"
"A707730","teenage"
"A702927","teenage"
"A474311","senior"
"A680165","infant"
"A710504","teenage"
"A662154","teenage"
"A716990","teenage"
"A689341","baby"
"A676138","baby"
"A717408","baby"
"A702468","baby"
"A692196","senior"
"A702758","infant"
"A700588","infant"
"A700577","infant"
"A699942","geriatric"
"A714772","teenage"
"A683496","teenage"
"A672313","teenage"
"A701645","baby"
"A679502","teenage"
"A719199","teenage"
"A717071","baby"
"A704202","baby"
"A692559","baby"
"A703448","infant"
"A692276","baby"
"A702401","teenage"
"A670273","teenage"
"A701172","infant"
"A710447","teenage"
"A678992","infant"
"A683041","infant"
"A681513","adult"
"A693282","teenage"
"A685150","senior"
"A673438","teenage"
"A680411","infant"
"A688912","infant"
"A687956","teenage"
"A690308","adult"
"A701502","baby"
"A679228","teenage"
"A708436","baby"
"A711199","baby"
"A684354","baby"
"A700424","baby"
"A670248","baby"
"A687409","baby"
"A669863","teenage"
"A710528","baby"
"A696589","baby"
"A718251","infant"
"A715262","baby"
"A686268","baby"
"A720430","baby"
"A664624","teenage"
"A707494","senior"
"A693092","baby"
"A676379","baby"
"A702841","baby"
"A694205","baby"
"A706704","baby"
"A678179","senior"
"A694733","baby"
"A705803","teenage"
"A716241","baby"
"A692515","teenage"
"A670654","baby"
"A702772","baby"
"A707684","baby"
"A708459","baby"
"A689848","adult"
"A704201","senior"
"A702175","adult"
"A718014","teenage"
"A701402","adult"
"A679269","adult"
"A669076","baby"
"A706067","infant"
"A663721","baby"
"A693404","teenage"
"A304036","senior"
"A549834","adult"
"A707397","baby"
"A684760","baby"
"A700135","teenage"
"A701461","adult"
"A555012","senior"
"A669095","baby"
"A666455","baby"
"A667616","adult"
"A711296","baby"
"A662557","adult"
"A677600","baby"
"A685622","baby"
"A670633","baby"
"A548276","senior"
"A716512","teenage"
"A675081","adult"
"A688558","baby"
"A694367","teenage"
"A690036","baby"
"A711323","infant"
"A720206","baby"
"A679086","teenage"
"A683806","baby"
"A697240","baby"
"A682541","teenage"
"A678071","infant"
"A692922","adult"
"A691441","baby"
"A666354","teenage"
"A708468","baby"
"A692774","adult"
"A706985","baby"
"A679160","infant"
"A624160","teenage"
"A695892","teenage"
"A678481","infant"
"A663915","baby"
"A681502","baby"
"A333659","senior"
"A675415","infant"
"A683427","infant"
"A670816","teenage"
"A693785","baby"
"A668384","baby"
"A717066","baby"
"A683816","adult"
"A689776","baby"
"A702026","baby"
"A670719","baby"
"A047759","senior"
"A707880","baby"
"A676054","teenage"
"A720425","senior"
"A680106","baby"
"A665386","baby"
"A697735","baby"
"A685806","baby"
"A701430","teenage"
"A555113","senior"
"A692543","adult"
"A674466","infant"
"A708991","baby"
"A704564","baby"
"A654512","adult"
"A694763","baby"
"A704272","baby"
"A698295","infant"
"A714506","baby"
"A594068","adult"
"A692805","adult"
"A679431","baby"
"A705714","infant"
"A715758","infant"
"A688967","baby"
"A714072","infant"
"A705116","infant"
"A690367","baby"
"A691842","baby"
"A712645","baby"
"A699502","baby"
"A678032","baby"
"A665632","baby"
"A703155","baby"
"A605191","teenage"
"A689989","adult"
"A700208","baby"
"A694305","baby"
"A710825","teenage"
"A700585","teenage"
"A698438","baby"
"A574858","adult"
"A671885","teenage"
"A707928","baby"
"A699903","infant"
"A701050","adult"
"A697241","baby"
"A694743","senior"
"A679429","baby"
"A669011","infant"
"A668233","baby"
"A661684","baby"
"A640810","senior"
"A717755","baby"
"A715242","adult"
"A693455","teenage"
"A716517","baby"
"A713725","baby"
"A699177","teenage"
"A715436","baby"
"A680067","teenage"
"A684844","baby"
"A706313","baby"
"A680539","infant"
"A669751","baby"
"A674314","baby"
"A700508","baby"
"A489912","senior"
"A709874","baby"
"A692347","teenage"
"A686533","baby"
"A694381","baby"
"A712032","baby"
"A693268","infant"
"A699694","senior"
"A690910","baby"
"A695006","baby"
"A711657","teenage"
"A669128","teenage"
"A677945","teenage"
"A713022","baby"
"A692787","infant"
"A664995","infant"
"A678712","baby"
"A685233","teenage"
"A709248","infant"
"A690790","teenage"
"A696947","senior"
"A685419","teenage"
"A659071","baby"
"A665659","baby"
"A687316","teenage"
"A666286","baby"
"A720585","adult"
"A675338","senior"
"A711796","baby"
"A713460","infant"
"A680993","infant"
"A678226","infant"
"A689963","senior"
"A708117","baby"
"A681273","teenage"
"A632107","adult"
"A670827","baby"
"A589009","adult"
"A674116","baby"
"A558438","adult"
"A713453","teenage"
"A683812","teenage"
"A692611","baby"
"A711186","adult"
"A703290","infant"
"A667083","baby"
"A717425","teenage"
"A671189","infant"
"A564767","adult"
"A704832","baby"
"A665312","baby"
"A703522","adult"
"A668357","teenage"
"A698302","baby"
"A675086","senior"
"A636398","baby"
"A696538","baby"
"A666599","teenage"
"A668789","baby"
"A712400","teenage"
"A712926","baby"
"A703190","infant"
"A697792","teenage"
"A684505","baby"
"A671050","teenage"
"A675217","baby"
"A704449","baby"
"A717424","teenage"
"A680946","teenage"
"A689507","baby"
"A708487","baby"
"A689033","teenage"
"A669973","baby"
"A714301","baby"
"A700739","senior"
"A671730","baby"
"A707288","teenage"
"A714865","teenage"
"A692924","adult"
"A702653","senior"
"A698260","teenage"
"A718285","baby"
"A706508","infant"
"A697651","baby"
"A719859","adult"
"A680103","teenage"
"A686020","baby"
"A660851","teenage"
"A702228","senior"
"A689273","baby"
"A704099","baby"
"A667187","baby"
"A704137","baby"
"A700840","teenage"
"A706392","baby"
"A688588","teenage"
"A719044","baby"
"A663740","teenage"
"A712998","baby"
"A712165","infant"
"A662131","baby"
"A701112","adult"
"A666655","teenage"
"A690236","baby"
"A686864","baby"
"A688604","infant"
"A715695","baby"
"A718215","senior"
"A667043","teenage"
"A699539","senior"
"A704126","infant"
"A674590","teenage"
"A673084","adult"
"A687594","infant"
"A669362","baby"
"A705209","teenage"
"A695474","senior"
"A714274","adult"
"A708413","infant"
"A721024","baby"
"A700441","infant"
"A705944","infant"
"A708382","teenage"
"A670647","adult"
"A691257","senior"
"A719338","baby"
"A693912","baby"
"A700845","baby"
"A666874","teenage"
"A676366","senior"
"A703728","teenage"
"A685496","baby"
"A677371","baby"
"A662156","adult"
"A707645","teenage"
"A671521","teenage"
"A676564","adult"
"A671066","baby"
"A565498","adult"
"A679547","baby"
"A707832","baby"
"A701206","infant"
"A674446","teenage"
"A718597","baby"
"A673361","senior"
"A675359","baby"
"A703813","infant"
"A632022","senior"
"A671475","adult"
"A697953","teenage"
"A658441","teenage"
"A523396","adult"
"A677105","infant"
"A710305","infant"
"A676173","teenage"
"A718733","baby"
"A698112","adult"
"A707017","senior"
"A673140","baby"
"A687094","adult"
"A717491","adult"
"A698080","baby"
"A670966","teenage"
"A667538","baby"
"A692402","teenage"
"A585265","senior"
"A712648","infant"
"A700616","baby"
"A673100","adult"
"A680663","baby"
"A680647","teenage"
"A714567","teenage"
"A662273","teenage"
"A695857","teenage"
"A707144","infant"
"A691603","baby"
"A717903","teenage"
"A717686","baby"
"A663888","teenage"
"A687946","infant"
"A682895","teenage"
"A695296","teenage"
"A685165","infant"
"A700972","baby"
"A687741","baby"
"A720524","infant"
"A668937","teenage"
"A685361","baby"
"A667723","baby"
"A678494","infant"
"A666643","teenage"
"A685588","baby"
"A697841","baby"
"A702256","senior"
"A676108","senior"
"A674787","baby"
"A702674","baby"
"A689209","baby"
"A683107","baby"
"A677466","infant"
"A701057","baby"
"A700701","baby"
"A678312","baby"
"A687262","baby"
"A664922","teenage"
"A715181","baby"
"A715447","baby"
"A700757","baby"
"A719393","adult"
"A714382","teenage"
"A702933","teenage"
"A690347","baby"
"A713847","baby"
"A672272","baby"
"A399421","senior"
"A714845","baby"
"A673518","teenage"
"A676057","baby"
"A670185","teenage"
"A699430","adult"
"A696224","baby"
"A701154","baby"
"A711613","baby"
"A664928","adult"
"A668741","baby"
"A676509","baby"
"A700206","baby"
"A711641","baby"
"A710781","senior"
"A706643","baby"
"A680395","teenage"
"A669601","baby"
"A695077","adult"
"A685566","baby"
"A577780","adult"
"A689244","adult"
"A684772","senior"
"A697736","baby"
"A658212","baby"
"A672323","senior"
"A685425","infant"
"A695011","baby"
"A651703","teenage"
"A684510","baby"
"A719403","baby"
"A677536","infant"
"A697807","teenage"
"A680099","baby"
"A693547","baby"
"A684338","baby"
"A669329","adult"
"A688879","infant"
"A679087","baby"
"A668533","baby"
"A704192","baby"
"A712738","teenage"
"A694436","baby"
"A684701","senior"
"A667204","teenage"
"A678764","infant"
"A716582","adult"
"A708926","baby"
"A713019","infant"
"A698513","teenage"
"A684240","baby"
"A674644","teenage"
"A701203","infant"
"A680177","infant"
"A689504","baby"
"A699237","teenage"
"A687039","infant"
"A662224","baby"
"A695605","adult"
"A715171","infant"
"A679463","teenage"
"A715104","infant"
"A609949","adult"
"A664935","teenage"
"A679340","infant"
"A695470","baby"
"A702049","infant"
"A707366","infant"
"A670258","teenage"
"A710614","baby"
"A687771","baby"
"A700766","baby"
"A673755","teenage"
"A700525","teenage"
"A720324","baby"
"A694226","senior"
"A713121","baby"
"A668149","adult"
"A633633","teenage"
"A689189","teenage"
"A717211","adult"
"A669920","senior"
"A696605","teenage"
"A674419","baby"
"A687201","baby"
"A695027","baby"
"A709241","baby"
"A702988","baby"
"A649375","adult"
"A681922","baby"
"A673789","teenage"
"A700128","baby"
"A693934","teenage"
"A667798","teenage"
"A679486","senior"
"A708276","baby"
"A652433","senior"
"A692554","senior"
"A672279","baby"
"A680262","baby"
"A658747","teenage"
"A688390","adult"
"A708891","baby"
"A692406","baby"
"A675780","baby"
"A707216","baby"
"A679741","baby"
"A683639","infant"
"A665344","adult"
"A676742","baby"
"A712220","teenage"
"A686971","baby"
"A658878","teenage"
"A668374","baby"
"A704315","baby"
"A674460","infant"
"A677650","baby"
"A703346","adult"
"A700784","infant"
"A700966","infant"
"A706575","adult"
"A705761","adult"
"A674503","baby"
"A690802","baby"
"A674582","baby"
"A663919","senior"
"A684948","baby"
"A702983","infant"
"A702288","infant"
"A715296","baby"
"A697678","adult"
"A676611","infant"
"A489686","senior"
"A660611","teenage"
"A697066","senior"
"A665871","baby"
"A696416","baby"
"A677531","baby"
"A690266","teenage"
"A676516","senior"
"A635339","adult"
"A676565","teenage"
